lang,vocabSize,rep,error,wordsPlaced,elapsedMs,boardRows,boardCols,boardCells,filledCells,letterCount,reviewWordPlaced
en,10000,102,,9,182.955,6,8,48,27,8,true
en,10000,103,,10,143.279,7,8,56,23,8,false
en,10000,104,,11,207.004,7,8,56,31,8,true
en,10000,105,,4,162.286,4,8,32,14,8,true
en,10000,106,,7,147.688,6,8,48,23,8,true
en,10000,107,,9,160.8,8,8,64,28,8,true
en,10000,108,,9,170.604,8,8,64,33,8,false
en,10000,109,,8,175.737,8,8,64,29,8,true
en,10000,110,,8,126.889,7,6,42,18,8,true
en,10000,111,,9,132.105,7,7,49,24,8,true
en,10000,112,,11,227.511,8,8,64,32,8,false
en,10000,113,,7,155.592,6,6,36,19,8,false
en,10000,114,,7,167.199,7,5,35,19,6,true
en,10000,115,,11,160.562,8,8,64,31,8,true
en,10000,116,,4,138.4,5,6,30,12,8,true
en,10000,117,,4,156.9,4,6,24,12,7,false
en,10000,118,,10,157.813,8,8,64,25,8,true
en,10000,119,,12,145.282,8,8,64,31,8,true
en,10000,120,,11,148.263,8,7,56,29,8,true
en,10000,121,,9,167.668,8,8,64,30,8,true
en,10000,122,,9,169.861,7,8,56,27,8,true
en,10000,123,,12,131.078,8,7,56,28,8,true
en,10000,124,,9,195.867,7,7,49,26,8,true
en,10000,125,,11,203.627,7,8,56,33,8,true
en,10000,126,,7,170.959,4,8,32,20,8,true
en,10000,127,,8,149.841,6,8,48,22,8,true
en,10000,128,,9,176.173,7,8,56,28,8,true
en,10000,129,,10,167.686,8,8,64,32,8,false
en,10000,130,,7,162.619,5,8,40,22,8,false
en,10000,131,,2,142.705,3,3,9,5,4,true
en,10000,132,,10,174.871,7,8,56,26,8,false
en,10000,133,,8,190.107,7,8,56,23,7,true
en,10000,134,,6,147.343,6,8,48,22,8,true
en,10000,135,,7,168.67,6,7,42,20,8,true
en,10000,136,,11,163.277,8,8,64,30,8,false
en,10000,137,,6,191.63,7,6,42,19,8,false
en,10000,138,,9,212.732,7,8,56,28,8,true
en,10000,139,,12,148.638,8,8,64,28,8,false
en,10000,140,,9,196.782,7,8,56,25,8,true
en,10000,141,,8,175.709,7,8,56,26,8,false
en,10000,142,,11,146.035,7,7,49,26,8,true
en,10000,143,,10,169.866,8,8,64,31,8,false
en,10000,144,,12,164.984,8,8,64,36,7,true
en,10000,145,,3,171.778,3,4,12,8,5,false
en,10000,146,,3,158.893,3,5,15,9,5,false
en,10000,147,,12,139.814,8,8,64,34,7,true
en,10000,148,,8,165.35,7,7,49,23,8,false
en,10000,149,,8,159.26,7,7,49,24,8,false
en,10000,150,,10,167.911,7,8,56,27,8,true
en,10000,151,,12,141.199,7,8,56,32,8,true
en,10000,152,,11,202.438,8,8,64,35,8,true
en,10000,153,,12,135.235,7,8,56,30,8,true
en,10000,154,,10,150.732,7,7,49,27,8,false
en,10000,155,,6,150.564,6,5,30,18,8,true
en,10000,156,,9,173.787,8,8,64,30,8,true
en,10000,157,,11,146.355,7,7,49,30,8,true
en,10000,158,,11,169.422,7,8,56,26,8,false
en,10000,159,,12,160.375,8,8,64,34,8,true
en,10000,160,,10,139.27,8,7,56,23,8,true
en,10000,161,,10,153.258,7,8,56,29,7,false
en,10000,162,,8,162.014,7,7,49,24,8,true
en,10000,163,,8,185.145,6,8,48,25,8,true
en,10000,164,,10,133.337,8,6,48,23,8,true
en,10000,165,,7,155.695,5,8,40,23,8,false
en,10000,166,,11,177.396,8,8,64,34,8,true
en,10000,167,,9,179.492,7,7,49,22,6,false
en,10000,168,,7,174.403,7,6,42,22,6,false
en,10000,169,,11,162.303,8,7,56,31,8,true
en,10000,170,,4,135.445,4,6,24,13,8,true
en,10000,171,,5,166.652,5,7,35,15,8,false
en,10000,172,,12,150.068,8,8,64,33,8,true
en,10000,173,,12,140.204,8,8,64,33,8,true
en,10000,174,,10,156.611,8,8,64,33,8,true
en,10000,175,,10,165.295,7,8,56,26,8,false
en,10000,176,,9,140.107,7,8,56,24,8,true
en,10000,177,,10,155.091,8,8,64,31,8,true
en,10000,178,,10,149.063,7,8,56,25,8,false
en,10000,179,,6,150.286,5,8,40,20,8,true
en,10000,180,,10,150.511,7,8,56,29,8,true
en,10000,181,,10,165.847,8,8,64,30,6,true
en,10000,182,,8,175.354,7,8,56,23,8,false
en,10000,183,,12,130.044,5,8,40,27,8,false
en,10000,184,,12,162.345,8,8,64,35,8,false
en,10000,185,,10,152.36,7,7,49,28,8,true
en,10000,186,,9,168.253,8,8,64,30,8,true
en,10000,187,,9,172.292,8,8,64,28,8,true
en,10000,188,,7,152.897,8,6,48,25,8,true
en,10000,189,,10,162.503,7,8,56,32,8,false
en,10000,190,,11,156.956,8,8,64,28,8,true
en,10000,191,,7,194.216,7,8,56,25,8,false
en,10000,192,,6,131.026,5,6,30,15,8,false
en,10000,193,,9,153.274,8,8,64,27,8,false
en,10000,194,,9,158.116,6,8,48,26,8,true
en,10000,195,,12,138.072,8,8,64,33,6,false
en,10000,196,,5,137.738,5,6,30,14,6,true
en,10000,197,,5,148.622,5,7,35,17,8,false
en,10000,198,,11,173.197,8,8,64,32,7,true
en,10000,199,,10,161.568,7,7,49,28,8,true
el,10,0,,1,0.423,1,8,8,8,8,true
el,10,1,,1,0.145,1,8,8,8,8,true
el,10,2,,1,0.112,1,8,8,8,8,false
el,10,3,,1,0.08,1,6,6,6,6,true
el,10,4,,1,0.108,1,8,8,8,8,true
el,10,5,,1,0.041,1,5,5,5,5,false
el,10,6,,1,0.083,1,6,6,6,6,true
el,10,7,,2,0.111,5,8,40,12,8,false
el,10,8,,1,0.051,1,8,8,8,8,false
el,10,9,,1,0.087,1,8,8,8,8,false
el,10,10,,1,0.064,1,8,8,8,8,true
el,10,11,,1,0.08,1,7,7,7,7,false
el,10,12,,1,0.102,1,8,8,8,8,true
el,10,13,,1,0.079,1,7,7,7,7,true
el,10,14,,1,0.077,1,7,7,7,7,false
el,10,15,,1,0.099,1,5,5,5,5,false
el,10,16,,1,0.124,1,8,8,8,8,false
el,10,17,,1,0.107,1,8,8,8,8,true
el,10,18,,1,0.062,1,8,8,8,8,false
el,10,19,,2,0.067,5,4,20,8,8,false
el,10,20,,1,0.098,1,8,8,8,8,true
el,10,21,,1,0.076,1,5,5,5,5,true
el,10,22,,1,0.133,1,8,8,8,8,false
el,10,23,,1,0.088,1,8,8,8,8,false
el,10,24,,1,0.037,1,6,6,6,6,false
el,10,25,,2,0.088,4,4,16,7,6,true
el,10,26,,1,0.066,1,7,7,7,7,false
el,10,27,,1,0.115,1,7,7,7,7,true
el,10,28,,1,0.098,1,6,6,6,6,true
el,10,29,,1,0.081,1,7,7,7,7,true
el,10,30,,1,0.049,1,8,8,8,8,false
el,10,31,,1,0.062,1,8,8,8,8,false
el,10,32,,1,0.085,1,8,8,8,8,true
el,10,33,,1,0.112,1,7,7,7,7,true
el,10,34,,2,0.071,4,4,16,7,7,false
el,10,35,,1,0.094,1,8,8,8,8,true
el,10,36,,1,0.091,1,8,8,8,8,false
el,10,37,,1,0.064,1,7,7,7,7,true
el,10,38,,2,0.114,5,4,20,8,8,true
el,10,39,,1,0.137,1,8,8,8,8,false
el,10,40,,2,0.081,5,4,20,8,7,true
el,10,41,,1,0.088,1,5,5,5,5,true
el,10,42,,2,0.11,4,5,20,8,8,false
el,10,43,,2,0.092,4,6,24,9,8,false
el,10,44,,1,0.096,1,8,8,8,8,true
el,10,45,,1,0.073,1,8,8,8,8,false
el,10,46,,1,0.12,1,8,8,8,8,true
el,10,47,,1,0.157,1,8,8,8,8,false
el,10,48,,1,0.047,1,6,6,6,6,false
el,10,49,,1,0.046,1,7,7,7,7,false
el,10,50,,1,0.043,1,7,7,7,7,false
el,10,51,,1,0.059,1,8,8,8,8,false
el,10,52,,1,0.074,1,6,6,6,6,true
el,10,53,,1,0.088,1,8,8,8,8,false
el,10,54,,1,0.079,1,8,8,8,8,true
el,10,55,,2,0.087,7,4,28,10,8,false
el,10,56,,1,0.098,1,6,6,6,6,true
el,10,57,,1,0.102,1,8,8,8,8,false
el,10,58,,2,0.121,7,3,21,9,8,true
el,10,59,,1,0.082,1,6,6,6,6,true
el,10,60,,1,0.099,1,8,8,8,8,true
el,10,61,,1,0.048,1,7,7,7,7,false
el,10,62,,1,0.08,1,6,6,6,6,true
el,10,63,,1,0.053,1,6,6,6,6,false
el,10,64,,1,0.087,1,5,5,5,5,true
el,10,65,,2,0.149,6,5,30,10,8,true
el,10,66,,1,0.057,1,7,7,7,7,true
el,10,67,,1,0.104,1,7,7,7,7,false
el,10,68,,1,0.096,1,7,7,7,7,true
el,10,69,,2,0.093,5,4,20,8,8,false
el,10,70,,1,0.051,1,7,7,7,7,false
el,10,71,,1,0.044,1,6,6,6,6,false
el,10,72,,1,0.09,1,8,8,8,8,true
el,10,73,,1,0.057,1,8,8,8,8,false
el,10,74,,1,0.095,1,8,8,8,8,true
el,10,75,,1,0.128,1,6,6,6,6,true
el,10,76,,1,0.078,1,8,8,8,8,false
el,10,77,,1,0.089,1,8,8,8,8,false
el,10,78,,1,0.081,1,7,7,7,7,true
el,10,79,,2,0.114,5,5,25,9,7,false
el,10,80,,1,0.046,1,5,5,5,5,false
el,10,81,,2,0.074,4,7,28,10,8,true
el,10,82,,1,0.074,1,8,8,8,8,true
el,10,83,,1,0.06,1,8,8,8,8,false
el,10,84,,1,0.12,1,7,7,7,7,false
el,10,85,,2,0.13,6,5,30,10,8,true
el,10,86,,2,0.074,3,5,15,7,6,true
el,10,87,,1,0.045,1,6,6,6,6,false
el,10,88,,1,0.083,1,6,6,6,6,false
el,10,89,,1,0.072,1,7,7,7,7,false
el,10,90,,1,0.069,1,5,5,5,5,true
el,10,91,,1,0.136,1,6,6,6,6,true
el,10,92,,1,0.101,1,8,8,8,8,false
el,10,93,,1,0.072,1,8,8,8,8,false
el,10,94,,1,0.046,1,5,5,5,5,true
el,10,95,,1,0.103,1,5,5,5,5,false
el,10,96,,2,0.105,4,5,20,8,8,true
el,10,97,,1,0.047,1,5,5,5,5,false
el,10,98,,1,0.08,1,8,8,8,8,true
el,10,99,,1,0.114,1,8,8,8,8,false
el,10,100,,1,0.101,1,7,7,7,7,false
el,10,101,,2,0.076,4,4,16,7,6,false
el,10,102,,2,0.128,4,6,24,9,8,false
el,10,103,,1,0.101,1,7,7,7,7,true
el,10,104,,1,0.105,1,8,8,8,8,false
el,10,105,,1,0.16,1,6,6,6,6,true
el,10,106,,1,0.072,1,5,5,5,5,false
el,10,107,,1,0.114,1,7,7,7,7,false
el,10,108,,2,0.115,4,6,24,9,8,true
el,10,109,,1,0.052,1,5,5,5,5,true
el,10,110,,1,0.1,1,7,7,7,7,true
el,10,111,,1,0.079,1,8,8,8,8,true
el,10,112,,1,0.054,1,7,7,7,7,true
el,10,113,,1,0.063,1,7,7,7,7,false
el,10,114,,2,0.086,5,5,25,9,8,false
el,10,115,,1,0.09,1,7,7,7,7,false
el,10,116,,2,0.093,6,5,30,10,8,false
el,10,117,,1,0.068,1,4,4,4,4,false
el,10,118,,1,0.09,1,6,6,6,6,true
el,10,119,,1,0.076,1,7,7,7,7,false
el,10,120,,1,0.123,1,6,6,6,6,true
el,10,121,,1,0.11,1,6,6,6,6,true
el,10,122,,1,0.074,1,7,7,7,7,false
el,10,123,,1,0.073,1,5,5,5,5,true
el,10,124,,1,0.084,1,7,7,7,7,true
el,10,125,,1,0.099,1,8,8,8,8,false
el,10,126,,1,0.087,1,8,8,8,8,true
el,10,127,,2,0.148,5,5,25,9,7,true
el,10,128,,1,0.106,1,7,7,7,7,false
el,10,129,,1,0.087,1,8,8,8,8,false
el,10,130,,1,0.068,1,4,4,4,4,false
el,10,131,,1,0.031,1,6,6,6,6,false
el,10,132,,1,0.048,1,8,8,8,8,true
el,10,133,,1,0.084,1,8,8,8,8,false
el,10,134,,1,0.081,1,7,7,7,7,false
el,10,135,,1,0.109,1,6,6,6,6,true
el,10,136,,1,0.069,1,6,6,6,6,false
el,10,137,,1,0.099,1,7,7,7,7,true
el,10,138,,2,0.098,6,6,36,11,8,true
el,10,139,,2,0.06,4,4,16,7,7,false
el,10,140,,1,0.088,1,5,5,5,5,true
el,10,141,,1,0.074,1,7,7,7,7,false
el,10,142,,1,0.062,1,5,5,5,5,false
el,10,143,,1,0.121,1,8,8,8,8,false
el,10,144,,1,0.126,1,8,8,8,8,true
el,10,145,,1,0.041,1,5,5,5,5,false
el,10,146,,1,0.064,1,5,5,5,5,false
el,10,147,,1,0.092,1,6,6,6,6,true
el,10,148,,1,0.079,1,4,4,4,4,true
el,10,149,,1,0.108,1,6,6,6,6,true
el,10,150,,1,0.059,1,7,7,7,7,false
el,10,151,,1,0.148,1,8,8,8,8,true
el,10,152,,1,0.079,1,6,6,6,6,true
el,10,153,,1,0.049,1,8,8,8,8,false
el,10,154,,1,0.056,1,7,7,7,7,false
el,10,155,,1,0.053,1,8,8,8,8,true
el,10,156,,2,0.126,5,5,25,9,8,true
el,10,157,,1,0.049,1,8,8,8,8,false
el,10,158,,1,0.043,1,8,8,8,8,false
el,10,159,,1,0.033,1,8,8,8,8,false
el,10,160,,1,0.108,1,6,6,6,6,true
el,10,161,,1,0.042,1,8,8,8,8,true
el,10,162,,1,0.088,1,8,8,8,8,false
el,10,163,,1,0.144,1,8,8,8,8,true
el,10,164,,2,0.086,5,5,25,9,8,true
el,10,165,,1,0.07,1,6,6,6,6,false
el,10,166,,1,0.092,1,7,7,7,7,true
el,10,167,,1,0.029,1,5,5,5,5,false
el,10,168,,2,0.05,6,5,30,10,8,true
el,10,169,,2,0.121,4,4,16,7,6,false
el,10,170,,1,0.059,1,6,6,6,6,false
el,10,171,,1,0.126,1,7,7,7,7,true
el,10,172,,2,0.065,6,5,30,10,8,false
el,10,173,,1,0.107,1,8,8,8,8,true
el,10,174,,2,0.106,4,6,24,9,7,false
el,10,175,,1,0.055,1,8,8,8,8,true
el,10,176,,1,0.055,1,7,7,7,7,false
el,10,177,,1,0.084,1,8,8,8,8,false
el,10,178,,1,0.076,1,6,6,6,6,true
el,10,179,,1,0.067,1,6,6,6,6,false
el,10,180,,1,0.052,1,6,6,6,6,true
el,10,181,,1,0.068,1,6,6,6,6,true
el,10,182,,2,0.086,5,5,25,9,8,false
el,10,183,,2,0.099,5,4,20,8,8,false
el,10,184,,2,0.102,5,6,30,10,8,false
el,10,185,,1,0.09,1,8,8,8,8,false
el,10,186,,1,0.057,1,8,8,8,8,false
el,10,187,,1,0.116,1,8,8,8,8,true
el,10,188,,1,0.063,1,7,7,7,7,true
el,10,189,,1,0.092,1,6,6,6,6,false
el,10,190,,1,0.057,1,7,7,7,7,true
el,10,191,,1,0.062,1,7,7,7,7,true
el,10,192,,1,0.054,1,6,6,6,6,false
el,10,193,,1,0.062,1,5,5,5,5,false
el,10,194,,2,0.134,3,6,18,8,8,false
el,10,195,,2,0.117,4,5,20,8,8,false
el,10,196,,2,0.097,4,5,20,8,6,true
el,10,197,,1,0.066,1,6,6,6,6,true
el,10,198,,2,0.066,4,4,16,7,7,true
el,10,199,,1,0.062,1,7,7,7,7,true
el,100,0,,1,0.948,1,8,8,8,8,false
el,100,1,,2,1.016,3,8,24,10,8,false
el,100,2,,1,1.092,1,8,8,8,8,true
el,100,3,,1,1.348,1,8,8,8,8,true
el,100,4,,3,1.15,5,4,20,11,8,false
el,100,5,,1,1.223,1,7,7,7,7,true
el,100,6,,2,1.101,3,6,18,8,7,true
el,100,7,,2,1.276,5,6,30,10,8,true
el,100,8,,2,1.034,3,8,24,10,8,false
el,100,9,,1,0.982,1,6,6,6,6,true
el,100,10,,1,1.017,1,8,8,8,8,false
el,100,11,,2,1.133,5,6,30,10,8,true
el,100,12,,3,1.021,7,6,42,13,8,false
el,100,13,,1,1.237,1,7,7,7,7,true
el,100,14,,3,1.214,5,4,20,10,8,false
el,100,15,,2,1.237,4,5,20,8,7,false
el,100,16,,3,1.315,5,6,30,13,8,false
el,100,17,,2,0.989,4,6,24,9,8,false
el,100,18,,1,1.174,1,8,8,8,8,true
el,100,19,,3,0.934,4,6,24,12,8,false
el,100,20,,1,1.265,1,8,8,8,8,true
el,100,21,,1,0.996,1,8,8,8,8,true
el,100,22,,2,1,4,6,24,9,8,false
el,100,23,,2,1.217,7,6,42,12,8,true
el,100,24,,2,1.018,5,6,30,10,8,false
el,100,25,,2,1.325,4,8,32,11,8,true
el,100,26,,1,1.234,1,7,7,7,7,true
el,100,27,,2,1.162,4,7,28,10,8,false
el,100,28,,1,0.923,1,8,8,8,8,true
el,100,29,,2,1.841,5,8,40,12,8,true
el,100,30,,1,1.188,1,8,8,8,8,true
el,100,31,,2,1.132,5,6,30,10,7,true
el,100,32,,1,0.965,1,7,7,7,7,false
el,100,33,,3,1.187,4,5,20,11,7,false
el,100,34,,2,1.132,4,7,28,10,8,true
el,100,35,,1,1.136,1,8,8,8,8,false
el,100,36,,1,1.06,1,8,8,8,8,false
el,100,37,,2,0.768,4,5,20,8,7,true
el,100,38,,1,1.271,1,8,8,8,8,false
el,100,39,,2,1.273,5,6,30,10,7,false
el,100,40,,2,1.159,5,7,35,11,8,true
el,100,41,,1,1.673,1,8,8,8,8,false
el,100,42,,3,1.225,5,6,30,13,8,true
el,100,43,,1,1.215,1,8,8,8,8,true
el,100,44,,1,1.161,1,8,8,8,8,true
el,100,45,,1,1.05,1,7,7,7,7,false
el,100,46,,3,1.177,5,5,25,12,8,false
el,100,47,,2,1.443,4,7,28,10,8,false
el,100,48,,1,1.02,1,7,7,7,7,true
el,100,49,,3,0.919,4,6,24,11,8,true
el,100,50,,3,1.22,5,5,25,12,8,true
el,100,51,,1,1.182,1,8,8,8,8,false
el,100,52,,3,1.089,5,4,20,10,8,false
el,100,53,,3,1.607,6,5,30,13,8,true
el,100,54,,2,1.055,3,7,21,9,8,false
el,100,55,,2,0.949,6,7,42,12,8,false
el,100,56,,1,1.019,1,7,7,7,7,false
el,100,57,,2,1.112,6,5,30,10,8,false
el,100,58,,3,1.173,3,4,12,7,5,false
el,100,59,,2,1.113,3,8,24,10,8,true
el,100,60,,2,1.07,3,5,15,7,7,false
el,100,61,,2,1.173,3,8,24,10,8,false
el,100,62,,2,1.216,5,6,30,10,8,true
el,100,63,,2,0.975,5,6,30,10,8,true
el,100,64,,2,1.35,4,7,28,10,8,false
el,100,65,,1,0.908,1,8,8,8,8,true
el,100,66,,1,1.281,1,8,8,8,8,true
el,100,67,,2,0.997,4,5,20,8,7,false
el,100,68,,2,1.315,4,6,24,9,8,true
el,100,69,,2,1.136,5,4,20,8,7,false
el,100,70,,1,0.994,1,8,8,8,8,false
el,100,71,,2,1.051,3,7,21,9,8,true
el,100,72,,2,0.855,4,3,12,6,6,false
el,100,73,,1,0.898,1,8,8,8,8,true
el,100,74,,3,0.837,7,4,28,12,8,false
el,100,75,,1,1.092,1,7,7,7,7,true
el,100,76,,2,1.099,4,8,32,11,8,true
el,100,77,,2,1.02,6,6,36,11,8,true
el,100,78,,2,1.024,4,7,28,10,8,false
el,100,79,,3,1.195,4,6,24,11,8,true
el,100,80,,1,1.304,1,8,8,8,8,false
el,100,81,,3,1.001,4,4,16,10,8,false
el,100,82,,2,1.181,3,5,15,7,7,false
el,100,83,,2,1.021,4,4,16,7,7,true
el,100,84,,1,1.157,1,7,7,7,7,true
el,100,85,,1,0.919,1,7,7,7,7,false
el,100,86,,2,1.145,3,7,21,9,7,false
el,100,87,,2,1.159,5,3,15,7,6,true
el,100,88,,3,1.199,4,5,20,10,8,false
el,100,89,,2,1.04,4,6,24,9,8,true
el,100,90,,2,0.896,5,4,20,8,7,true
el,100,91,,2,1.572,4,6,24,9,7,false
el,100,92,,1,0.987,1,7,7,7,7,true
el,100,93,,2,1.13,4,5,20,8,7,false
el,100,94,,2,0.999,5,4,20,8,7,true
el,100,95,,2,1.196,5,6,30,10,8,true
el,100,96,,3,1.209,5,6,30,13,7,false
el,100,97,,2,1.011,3,7,21,9,7,false
el,100,98,,2,1.157,5,6,30,10,8,false
el,100,99,,2,1.118,4,6,24,9,8,false
el,100,100,,2,1.188,4,7,28,10,8,false
el,100,101,,1,1.236,1,7,7,7,7,true
el,100,102,,1,1.103,1,7,7,7,7,true
el,100,103,,1,1.609,1,8,8,8,8,false
el,100,104,,1,1.004,1,8,8,8,8,false
el,100,105,,2,1.136,6,5,30,10,8,false
el,100,106,,1,0.962,1,8,8,8,8,true
el,100,107,,3,0.844,6,6,36,12,8,false
el,100,108,,3,1.02,8,6,48,13,8,true
el,100,109,,2,0.963,4,5,20,8,7,false
el,100,110,,1,1.246,1,7,7,7,7,true
el,100,111,,2,1.111,5,6,30,10,7,true
el,100,112,,1,0.813,1,8,8,8,8,true
el,100,113,,2,1.228,3,7,21,9,8,true
el,100,114,,4,1.107,6,6,36,15,8,true
el,100,115,,1,0.993,1,7,7,7,7,true
el,100,116,,3,1.625,5,7,35,14,8,false
el,100,117,,1,1.194,1,7,7,7,7,false
el,100,118,,1,1.017,1,7,7,7,7,false
el,100,119,,2,1.168,3,7,21,9,8,false
el,100,120,,1,1.011,1,8,8,8,8,false
el,100,121,,4,1.098,7,7,49,14,8,false
el,100,122,,1,1.19,1,8,8,8,8,true
el,100,123,,1,0.982,1,8,8,8,8,false
el,100,124,,2,0.921,5,7,35,11,8,true
el,100,125,,2,1.17,4,8,32,11,8,false
el,100,126,,3,1.321,6,5,30,12,8,true
el,100,127,,4,1.175,7,5,35,14,8,true
el,100,128,,1,1.51,1,7,7,7,7,true
el,100,129,,2,1.179,4,8,32,11,8,false
el,100,130,,1,1.039,1,8,8,8,8,false
el,100,131,,1,1.171,1,8,8,8,8,false
el,100,132,,2,1.088,4,7,28,10,8,false
el,100,133,,1,0.784,1,7,7,7,7,true
el,100,134,,1,1.2,1,7,7,7,7,true
el,100,135,,3,0.962,5,5,25,9,7,false
el,100,136,,2,1.118,5,5,25,9,7,true
el,100,137,,2,1.048,3,7,21,9,8,false
el,100,138,,1,1.207,1,8,8,8,8,true
el,100,139,,2,0.919,4,6,24,9,8,false
el,100,140,,3,1.672,5,6,30,14,8,false
el,100,141,,3,0.99,8,5,40,13,8,false
el,100,142,,1,0.714,1,8,8,8,8,false
el,100,143,,1,1.025,1,7,7,7,7,true
el,100,144,,2,1.136,4,7,28,10,8,true
el,100,145,,1,1.21,1,8,8,8,8,false
el,100,146,,1,0.984,1,8,8,8,8,true
el,100,147,,3,1.089,5,6,30,12,7,false
el,100,148,,4,1.064,8,5,40,15,8,true
el,100,149,,2,0.995,3,6,18,8,7,false
el,100,150,,2,1.057,4,6,24,9,7,true
el,100,151,,1,1.235,1,8,8,8,8,false
el,100,152,,1,0.925,1,8,8,8,8,false
el,100,153,,1,0.912,1,8,8,8,8,true
el,100,154,,3,1.062,5,5,25,11,8,true
el,100,155,,2,1.063,3,5,15,7,7,false
el,100,156,,2,1.034,7,7,49,13,8,false
el,100,157,,3,0.927,6,6,36,14,8,false
el,100,158,,1,1.099,1,8,8,8,8,false
el,100,159,,1,0.977,1,7,7,7,7,false
el,100,160,,1,0.91,1,8,8,8,8,false
el,100,161,,2,0.86,3,7,21,9,8,false
el,100,162,,1,1.106,1,8,8,8,8,false
el,100,163,,1,0.922,1,7,7,7,7,false
el,100,164,,2,0.989,3,5,15,7,7,true
el,100,165,,1,1.098,1,8,8,8,8,false
el,100,166,,1,0.874,1,7,7,7,7,true
el,100,167,,1,3.154,1,8,8,8,8,false
el,100,168,,3,2.88,7,3,21,10,7,true
el,100,169,,1,1.283,1,7,7,7,7,false
el,100,170,,1,1.231,1,7,7,7,7,false
el,100,171,,1,1.082,1,7,7,7,7,true
el,100,172,,2,1.103,5,7,35,11,8,true
el,100,173,,1,1.061,1,8,8,8,8,true
el,100,174,,1,1.052,1,6,6,6,6,false
el,100,175,,1,1.174,1,6,6,6,6,true
el,100,176,,3,1.227,4,5,20,10,8,true
el,100,177,,3,1.232,6,6,36,11,8,true
el,100,178,,1,1.157,1,8,8,8,8,true
el,100,179,,2,1.188,5,6,30,10,8,true
el,100,180,,3,1.801,8,5,40,14,8,false
el,100,181,,3,1.143,5,6,30,11,8,false
el,100,182,,2,1.059,5,5,25,9,8,true
el,100,183,,2,1.003,5,6,30,10,8,false
el,100,184,,1,1.03,1,8,8,8,8,false
el,100,185,,1,1.348,1,8,8,8,8,false
el,100,186,,3,1.008,8,7,56,15,8,false
el,100,187,,2,0.971,3,5,15,7,7,false
el,100,188,,1,1.172,1,8,8,8,8,true
el,100,189,,1,0.961,1,7,7,7,7,false
el,100,190,,2,1.296,6,6,36,11,8,true
el,100,191,,3,0.939,6,5,30,11,8,false
el,100,192,,2,1.167,3,7,21,9,8,false
el,100,193,,1,1.965,1,8,8,8,8,true
el,100,194,,1,1.218,1,8,8,8,8,true
el,100,195,,2,0.967,4,5,20,8,7,false
el,100,196,,1,1.033,1,8,8,8,8,true
el,100,197,,1,1.09,1,8,8,8,8,true
el,100,198,,1,1.186,1,8,8,8,8,true
el,100,199,,2,1.175,4,5,20,8,7,true
el,500,0,,3,8.728,4,8,32,13,8,true
el,500,1,,3,7.25,6,8,48,14,8,true
el,500,2,,3,7.05,4,4,16,9,8,false
el,500,3,,1,7.742,1,8,8,8,8,false
el,500,4,,2,7.13,5,7,35,11,8,false
el,500,5,,2,6.059,5,6,30,10,8,true
el,500,6,,2,7.738,4,7,28,10,8,false
el,500,7,,4,6.84,5,6,30,14,8,false
el,500,8,,3,7.581,5,5,25,11,8,false
el,500,9,,4,6.848,7,5,35,14,8,true
el,500,10,,2,8.263,5,7,35,11,8,false
el,500,11,,1,6.797,1,8,8,8,8,true
el,500,12,,2,7.39,5,6,30,10,8,false
el,500,13,,1,7.486,1,8,8,8,8,true
el,500,14,,2,7.568,3,7,21,9,8,true
el,500,15,,5,7.045,6,7,42,17,8,true
el,500,16,,4,7.663,5,7,35,17,8,true
el,500,17,,3,7.38,5,6,30,11,8,false
el,500,18,,3,7.08,6,6,36,13,8,false
el,500,19,,2,6.781,4,6,24,9,7,true
el,500,20,,2,7.59,3,7,21,9,8,true
el,500,21,,4,6.547,7,6,42,18,8,false
el,500,22,,3,7.703,5,5,25,11,8,false
el,500,23,,4,7.58,5,6,30,14,8,true
el,500,24,,3,6.647,6,6,36,13,8,false
el,500,25,,3,7.543,5,6,30,12,8,true
el,500,26,,3,6.523,5,6,30,13,8,false
el,500,27,,4,7.905,8,6,48,16,8,false
el,500,28,,4,7.401,6,8,48,16,8,true
el,500,29,,3,7.47,5,7,35,14,8,false
el,500,30,,3,6.447,3,4,12,8,6,true
el,500,31,,2,8.154,5,8,40,12,8,true
el,500,32,,2,7.401,5,7,35,11,8,true
el,500,33,,2,8.338,3,8,24,10,8,false
el,500,34,,5,6.704,7,5,35,16,8,false
el,500,35,,5,6.561,7,5,35,15,8,true
el,500,36,,2,6.845,5,6,30,10,8,false
el,500,37,,1,7.042,1,8,8,8,8,false
el,500,38,,2,7.586,4,8,32,11,8,false
el,500,39,,3,7.547,5,7,35,13,8,true
el,500,40,,2,6.549,3,6,18,8,8,true
el,500,41,,1,7.573,1,8,8,8,8,true
el,500,42,,3,7.631,3,7,21,11,8,false
el,500,43,,3,7.524,4,7,28,12,8,false
el,500,44,,2,6.082,4,6,24,9,8,false
el,500,45,,3,6.938,6,6,36,11,7,false
el,500,46,,4,6.119,4,6,24,10,8,false
el,500,47,,3,8.233,5,7,35,11,8,true
el,500,48,,3,7.232,5,7,35,13,8,true
el,500,49,,2,6.452,4,5,20,8,7,false
el,500,50,,3,6.582,3,6,18,10,8,false
el,500,51,,1,7.567,1,8,8,8,8,false
el,500,52,,3,8.232,6,7,42,13,8,true
el,500,53,,4,6.737,7,5,35,15,8,true
el,500,54,,3,6.714,5,5,25,11,8,false
