lang,vocabSize,rep,error,wordsPlaced,elapsedMs,boardRows,boardCols,boardCells,filledCells,letterCount,reviewWordPlaced
en,100,16,,2,1.359,3,7,21,9,8,true
en,100,17,,3,1.2,6,7,42,16,8,true
en,100,18,,1,1.168,1,8,8,8,8,false
en,100,19,,4,1.177,5,4,20,11,8,true
en,100,20,,2,1.268,5,7,35,11,8,true
en,100,21,,4,1.771,5,6,30,12,8,true
en,100,22,,1,1.24,1,8,8,8,8,false
en,100,23,,2,1.183,4,5,20,8,7,true
en,100,24,,3,1.055,5,6,30,10,8,false
en,100,25,,2,1.117,4,7,28,10,8,true
en,100,26,,1,2.203,1,8,8,8,8,true
en,100,27,,4,1.383,5,7,35,12,8,true
en,100,28,,2,0.846,3,3,9,5,5,true
en,100,29,,4,1.145,6,6,36,15,8,true
en,100,30,,2,1.15,4,7,28,10,8,true
en,100,31,,3,1.068,5,4,20,8,8,true
en,100,32,,2,1.55,3,7,21,9,8,false
en,100,33,,2,1.292,4,7,28,10,8,true
en,100,34,,3,1.047,4,4,16,9,8,true
en,100,35,,2,1.179,4,7,28,10,8,false
en,100,36,,3,0.945,4,6,24,11,8,true
en,100,37,,3,1.964,4,6,24,11,8,true
en,100,38,,5,1.155,7,5,35,17,8,true
en,100,39,,2,0.919,3,5,15,7,7,false
en,100,40,,3,1.02,4,5,20,10,8,true
en,100,41,,3,1.129,5,5,25,12,8,false
en,100,42,,2,0.929,4,6,24,9,7,true
en,100,43,,2,0.947,5,7,35,11,8,false
en,100,44,,3,1.069,4,5,20,10,8,false
en,100,45,,3,1.232,6,6,36,12,8,false
en,100,46,,3,1.008,4,6,24,10,7,true
en,100,47,,3,1.188,3,6,18,10,8,true
en,100,48,,3,1.416,4,5,20,9,8,true
en,100,49,,4,1.04,5,6,30,13,8,true
en,100,50,,1,1.146,1,7,7,7,7,true
en,100,51,,2,1.719,4,6,24,9,8,true
en,100,52,,1,1.361,1,8,8,8,8,true
en,100,53,,3,1.948,5,7,35,14,8,true
en,100,54,,1,1.176,1,7,7,7,7,true
en,100,55,,3,0.967,5,6,30,11,8,true
en,100,56,,3,1.099,5,7,35,14,8,true
en,100,57,,2,0.982,4,7,28,10,8,true
en,100,58,,4,1.053,5,5,25,13,8,true
en,100,59,,3,1.345,3,5,15,10,8,true
en,100,60,,3,1.157,5,7,35,11,8,true
en,100,61,,4,0.9,5,6,30,12,8,false
en,100,62,,1,1.088,1,7,7,7,7,false
en,100,63,,1,1.293,1,7,7,7,7,true
en,100,64,,3,1.593,5,6,30,12,8,true
en,100,65,,3,1.127,5,4,20,10,7,true
en,100,66,,2,1.116,4,6,24,9,8,true
en,100,67,,1,1.116,1,8,8,8,8,true
en,100,68,,2,0.945,3,6,18,8,8,true
en,100,69,,1,1.189,1,8,8,8,8,true
en,100,70,,3,1.27,3,4,12,8,8,false
en,100,71,,2,1.139,3,7,21,9,8,true
en,100,72,,3,0.785,4,5,20,10,8,true
en,100,73,,2,1.242,4,7,28,10,8,false
en,100,74,,2,0.819,3,7,21,9,8,true
en,100,75,,4,1.085,6,5,30,13,8,true
en,100,76,,3,1.184,5,6,30,11,8,true
en,100,77,,1,1.146,1,7,7,7,7,true
en,100,78,,1,1.352,1,7,7,7,7,true
en,100,79,,2,1.098,4,7,28,10,8,false
en,100,80,,2,1.222,3,6,18,8,8,false
en,100,81,,4,1.334,6,4,24,12,8,false
en,100,82,,3,0.902,3,5,15,9,8,false
en,100,83,,4,1.005,8,4,32,14,8,true
en,100,84,,2,0.943,3,5,15,7,7,true
en,100,85,,2,1.202,5,6,30,10,7,true
en,100,86,,2,1.31,3,6,18,8,8,true
en,100,87,,4,1.127,5,4,20,13,7,false
en,100,88,,4,0.981,6,5,30,12,7,true
en,100,89,,3,0.991,4,4,16,9,7,false
en,100,90,,1,0.994,1,8,8,8,8,false
en,100,91,,2,1.314,3,6,18,8,7,true
en,100,92,,2,1.079,3,8,24,10,8,false
en,100,93,,4,1.224,6,5,30,12,8,false
en,100,94,,4,1.06,4,6,24,13,8,true
en,100,95,,2,1.012,4,5,20,8,7,false
en,100,96,,3,1.018,5,6,30,11,8,true
en,100,97,,2,1.744,4,7,28,10,8,true
en,100,98,,2,1.102,3,7,21,9,8,true
en,100,99,,2,1.078,4,7,28,10,8,false
en,100,100,,3,1.078,6,5,30,10,8,true
en,100,101,,2,1.042,4,6,24,9,8,false
en,100,102,,3,1.555,4,7,28,12,8,true
en,100,103,,1,1.331,1,8,8,8,8,false
en,100,104,,3,1.034,6,6,36,12,8,true
en,100,105,,4,1.274,5,7,35,15,8,false
en,100,106,,2,1.313,5,7,35,11,8,false
en,100,107,,4,1.548,6,6,36,13,8,false
en,100,108,,1,0.986,1,8,8,8,8,false
en,100,109,,2,1.258,4,7,28,10,8,false
en,100,110,,1,1.14,1,8,8,8,8,true
en,100,111,,4,1.105,6,6,36,14,8,false
en,100,112,,2,1.005,4,5,20,8,7,false
en,100,113,,2,1.149,4,8,32,11,8,false
en,100,114,,1,1.134,1,7,7,7,7,true
en,100,115,,2,0.989,3,7,21,9,8,true
en,100,116,,3,1.104,4,5,20,11,8,true
en,100,117,,1,1.127,1,8,8,8,8,false
en,100,118,,3,1.46,6,5,30,11,8,true
en,100,119,,1,1.433,1,8,8,8,8,true
en,100,120,,3,1.188,4,5,20,10,8,false
en,100,121,,2,1.031,5,7,35,11,8,true
en,100,122,,3,1.095,3,4,12,8,8,true
en,100,123,,2,1.431,4,6,24,9,8,false
en,100,124,,1,0.897,1,8,8,8,8,false
en,100,125,,3,1.199,4,5,20,9,8,true
en,100,126,,3,1.001,5,7,35,13,8,true
en,100,127,,4,0.757,4,6,24,10,7,false
en,100,128,,2,0.989,3,4,12,6,6,true
en,100,129,,2,1.369,4,8,32,11,8,false
en,100,130,,1,1.327,1,7,7,7,7,false
en,100,131,,2,1.052,4,6,24,9,7,false
en,100,132,,3,1.166,6,5,30,10,8,false
en,100,133,,1,1.179,1,8,8,8,8,false
en,100,134,,3,1.664,5,6,30,12,8,false
en,100,135,,5,1.031,5,7,35,16,8,false
en,100,136,,3,1.061,6,5,30,13,8,true
en,100,137,,3,1.02,4,7,28,13,8,true
en,100,138,,3,0.823,4,4,16,9,7,false
en,100,139,,2,1.038,6,7,42,12,8,false
en,100,140,,2,1.358,3,7,21,9,8,true
en,100,141,,2,1.066,4,6,24,9,8,true
en,100,142,,2,1.194,6,6,36,11,8,false
en,100,143,,3,0.926,7,6,42,13,8,false
en,100,144,,2,0.957,3,3,9,5,5,true
en,100,145,,2,1.294,3,6,18,8,8,true
en,100,146,,3,1.11,4,6,24,10,8,false
en,100,147,,1,0.977,1,8,8,8,8,true
en,100,148,,3,0.888,5,4,20,8,8,true
en,100,149,,1,1.032,1,8,8,8,8,false
en,100,150,,4,1.149,4,6,24,13,8,true
en,100,151,,2,1.741,4,7,28,10,8,true
en,100,152,,2,1.07,4,8,32,11,8,true
en,100,153,,4,1.012,5,8,40,14,8,true
en,100,154,,1,1.057,1,8,8,8,8,false
en,100,155,,3,1.223,5,7,35,12,8,true
en,100,156,,3,0.827,4,6,24,10,8,true
en,100,157,,2,1.496,3,7,21,9,8,true
en,100,158,,2,1.243,5,6,30,10,7,false
en,100,159,,2,0.872,4,7,28,10,8,false
en,100,160,,3,0.998,4,4,16,9,8,true
en,100,161,,2,1.1,5,7,35,11,8,false
en,100,162,,3,0.826,5,5,25,10,7,true
en,100,163,,2,1.345,4,7,28,10,8,false
en,100,164,,1,1,1,8,8,8,8,true
en,100,165,,2,0.915,3,7,21,9,8,true
en,100,166,,3,1.053,5,5,25,11,8,true
en,100,167,,2,1.096,4,8,32,11,8,true
en,100,168,,2,1.17,3,6,18,8,8,true
en,100,169,,4,1.036,7,5,35,13,8,false
en,100,170,,1,1.281,1,8,8,8,8,false
en,100,171,,1,1.41,1,8,8,8,8,false
en,100,172,,2,1.393,3,7,21,9,8,false
en,100,173,,1,1.44,1,7,7,7,7,true
en,100,174,,1,1.076,1,7,7,7,7,true
en,100,175,,2,1.081,3,4,12,6,6,false
en,100,176,,3,1.004,4,7,28,10,8,true
en,100,177,,3,1.151,6,8,48,17,8,false
en,100,178,,4,1.043,5,5,25,12,8,true
en,100,179,,2,1.151,5,5,25,9,7,false
en,100,180,,3,0.836,4,6,24,11,8,true
en,100,181,,5,1.033,7,7,49,14,8,true
en,100,182,,2,0.999,3,6,18,8,8,true
en,100,183,,3,1.267,5,5,25,10,7,true
en,100,184,,2,1.543,4,6,24,9,8,false
en,100,185,,2,1.343,3,6,18,8,8,true
en,100,186,,1,1.175,1,8,8,8,8,false
en,100,187,,2,1.111,3,8,24,10,8,false
en,100,188,,3,0.991,5,5,25,12,8,true
en,100,189,,2,0.994,3,7,21,9,8,true
en,100,190,,3,1.423,4,4,16,9,8,true
en,100,191,,2,0.946,3,6,18,8,8,true
en,100,192,,3,0.965,3,5,15,9,7,true
en,100,193,,1,1.276,1,8,8,8,8,true
en,100,194,,3,1.076,5,6,30,11,8,true
en,100,195,,4,1.219,7,7,49,16,8,true
en,100,196,,3,1.067,5,7,35,13,8,true
en,100,197,,2,1.104,4,4,16,7,7,false
en,100,198,,3,0.76,4,5,20,11,7,false
en,100,199,,2,1.243,4,6,24,9,8,false
en,500,0,,4,6.353,8,5,40,14,8,false
en,500,1,,3,6.58,4,6,24,10,8,false
en,500,2,,3,8.847,4,8,32,13,8,true
en,500,3,,2,7.455,3,7,21,9,8,true
en,500,4,,6,6.217,7,5,35,19,8,false
en,500,5,,3,6.848,6,6,36,11,8,false
en,500,6,,4,7.87,6,7,42,17,8,false
en,500,7,,3,7.072,6,4,24,9,8,true
en,500,8,,4,7.969,5,7,35,14,8,false
en,500,9,,6,7.591,7,7,49,19,8,true
en,500,10,,4,7.105,5,3,15,10,8,false
en,500,11,,5,7.139,5,6,30,17,8,true
en,500,12,,4,7.753,7,7,49,19,8,true
en,500,13,,6,7.222,6,7,42,18,8,true
en,500,14,,3,6.989,6,7,42,12,8,false
en,500,15,,5,6.911,5,7,35,13,8,false
en,500,16,,7,8.452,8,7,56,24,8,false
en,500,17,,3,7.281,5,6,30,11,8,true
en,500,18,,3,6.881,5,8,40,13,8,false
en,500,19,,4,5.934,5,6,30,12,8,false
en,500,20,,5,6.421,7,5,35,17,8,true
en,500,21,,4,6.882,4,7,28,15,8,false
en,500,22,,2,7.189,3,7,21,9,8,true
en,500,23,,5,5.982,6,6,36,16,8,true
en,500,24,,5,7.025,6,5,30,14,8,false
en,500,25,,4,6.744,4,5,20,11,8,true
en,500,26,,7,6.743,6,7,42,21,8,false
en,500,27,,2,8.634,3,8,24,10,8,true
en,500,28,,2,7.821,4,7,28,10,8,true
en,500,29,,5,7.154,5,7,35,17,7,false
en,500,30,,2,7.68,6,8,48,13,8,true
en,500,31,,4,6.872,5,6,30,14,8,false
en,500,32,,2,6.612,3,7,21,9,8,true
en,500,33,,2,6.938,3,7,21,9,8,false
en,500,34,,5,7.595,6,7,42,18,8,false
en,500,35,,2,6.304,3,7,21,9,8,false
en,500,36,,4,6.645,4,7,28,12,8,true
en,500,37,,1,7.466,1,8,8,8,8,true
en,500,38,,2,7.601,4,8,32,11,8,true
en,500,39,,2,7.45,5,8,40,12,8,true
en,500,40,,3,7.039,5,6,30,12,8,false
en,500,41,,4,7.671,4,6,24,13,8,true
en,500,42,,5,6.996,5,6,30,17,8,true
en,500,43,,3,6.711,3,4,12,8,8,false
en,500,44,,1,7.521,1,8,8,8,8,false
en,500,45,,6,7.268,7,8,56,22,8,true
en,500,46,,3,8.152,7,8,56,16,8,true
en,500,47,,4,7.172,5,6,30,12,8,false
en,500,48,,2,8.971,4,8,32,11,8,false
en,500,49,,3,8.306,4,6,24,11,7,false
en,500,50,,5,9.329,6,8,48,17,8,true
en,500,51,,3,7.874,5,4,20,10,8,true
en,500,52,,4,8.359,5,7,35,15,8,true
en,500,53,,4,6.517,6,5,30,13,8,true
en,500,54,,4,5.921,6,4,24,12,8,true
en,500,55,,5,6.479,5,6,30,14,8,true
en,500,56,,3,6.718,5,7,35,13,8,true
en,500,57,,1,6.895,1,8,8,8,8,true
en,500,58,,3,6.639,4,6,24,12,8,true
en,500,59,,5,6.504,5,6,30,14,8,false
en,500,60,,3,7.728,4,6,24,10,8,true
en,500,61,,3,7.9,5,6,30,11,8,true
en,500,62,,2,7.34,3,7,21,9,8,true
en,500,63,,2,7.403,4,7,28,10,8,true
en,500,64,,5,6.939,6,8,48,15,8,true
en,500,65,,5,6.312,5,6,30,14,8,true
en,500,66,,4,6.122,5,7,35,11,7,true
en,500,67,,4,8.289,6,7,42,15,8,true
en,500,68,,3,6.978,4,6,24,12,8,false
en,500,69,,4,6.687,8,6,48,16,8,false
en,500,70,,2,6.379,3,7,21,9,8,true
en,500,71,,4,6.87,6,4,24,11,8,false
en,500,72,,4,5.666,4,5,20,9,7,true
en,500,73,,4,5.796,5,6,30,11,8,true
en,500,74,,6,6.158,7,6,42,17,8,false
en,500,75,,3,7.251,7,8,56,14,8,false
en,500,76,,4,7.206,5,7,35,14,8,true
en,500,77,,4,6.284,5,5,25,10,8,true
en,500,78,,3,7.262,4,5,20,10,7,true
en,500,79,,4,6.088,6,6,36,15,8,true
en,500,80,,2,8.13,5,7,35,11,8,true
en,500,81,,4,7.05,4,5,20,12,8,true
en,500,82,,1,7.446,1,8,8,8,8,true
en,500,83,,4,6.934,5,6,30,15,8,true
en,500,84,,2,8.227,6,7,42,12,8,false
en,500,85,,1,7.615,1,8,8,8,8,true
en,500,86,,3,6.948,4,7,28,12,8,false
en,500,87,,3,6.524,7,7,49,13,8,true
en,500,88,,3,6.22,5,8,40,12,8,true
en,500,89,,6,6.603,7,5,35,15,8,true
en,500,90,,4,6.364,4,6,24,12,8,false
en,500,91,,5,7.831,7,7,49,18,8,true
en,500,92,,7,7.103,6,8,48,19,8,true
en,500,93,,5,5.994,7,4,28,14,8,false
en,500,94,,3,6.669,5,4,20,9,7,true
en,500,95,,3,6.454,4,7,28,12,8,true
en,500,96,,5,6.73,8,6,48,18,8,true
en,500,97,,2,8.144,3,7,21,9,8,false
en,500,98,,1,6.688,1,8,8,8,8,true
en,500,99,,2,6.06,3,3,9,5,4,true
en,500,100,,2,7.008,3,8,24,10,8,true
en,500,101,,5,7.213,6,6,36,16,8,false
en,500,102,,2,6.356,4,7,28,10,8,false
en,500,103,,7,7.65,7,8,56,19,8,true
en,500,104,,2,5.759,3,3,9,5,4,true
en,500,105,,3,5.862,7,4,28,11,8,true
en,500,106,,4,7.523,4,8,32,15,8,false
en,500,107,,3,7.283,6,5,30,10,8,true
en,500,108,,4,6.659,5,6,30,14,8,true
en,500,109,,2,7.052,4,7,28,10,8,false
en,500,110,,3,7.036,5,7,35,12,8,false
en,500,111,,5,6.617,4,7,28,13,8,false
en,500,112,,4,6.373,5,6,30,12,8,false
en,500,113,,3,6.874,5,7,35,12,8,true
en,500,114,,7,6.208,6,7,42,24,8,false
en,500,115,,2,7.199,3,8,24,10,8,false
en,500,116,,3,6.264,4,7,28,13,8,true
en,500,117,,2,7.115,4,7,28,10,8,false
en,500,118,,4,6.087,8,6,48,17,8,false
en,500,119,,4,6.269,5,6,30,14,8,false
en,500,120,,4,7.781,7,6,42,15,8,false
en,500,121,,5,6.313,6,6,36,15,8,false
en,500,122,,4,7.138,6,6,36,12,8,false
en,500,123,,4,7.192,5,5,25,12,8,true
en,500,124,,3,7.428,5,8,40,14,8,true
en,500,125,,2,7.236,3,7,21,9,8,true
en,500,126,,4,7.221,5,6,30,13,8,true
en,500,127,,2,7.471,3,8,24,10,8,false
en,500,128,,4,7.709,6,7,42,15,8,true
en,500,129,,3,7.496,6,7,42,15,8,true
en,500,130,,6,5.947,7,7,49,18,8,false
en,500,131,,3,7.881,5,7,35,13,8,true
en,500,132,,5,6.767,6,5,30,15,8,true
en,500,133,,2,7.83,3,8,24,10,8,true
en,500,134,,1,6.49,1,8,8,8,8,true
en,500,135,,3,7.143,5,7,35,12,8,true
en,500,136,,4,7.876,5,7,35,16,8,true
en,500,137,,5,7.071,5,7,35,18,8,true
en,500,138,,7,7.028,7,8,56,23,8,false
en,500,139,,2,7.106,5,7,35,11,8,false
en,500,140,,2,7.416,4,7,28,10,8,true
en,500,141,,2,7.714,5,7,35,11,8,false
en,500,142,,2,6.843,4,7,28,10,8,true
en,500,143,,5,8.567,7,8,56,19,8,true
en,500,144,,4,5.959,5,5,25,11,8,true
en,500,145,,7,5.818,5,8,40,19,8,true
en,500,146,,5,6.341,5,7,35,15,8,true
en,500,147,,4,7.032,4,7,28,14,8,false
en,500,148,,4,7.334,6,7,42,14,8,true
en,500,149,,2,6.983,4,7,28,10,8,true
en,500,150,,3,6.97,6,7,42,14,8,false
en,500,151,,5,6.523,8,5,40,17,8,true
en,500,152,,4,6.733,7,8,56,18,8,false
en,500,153,,5,6.561,4,6,24,14,8,true
en,500,154,,5,6.302,8,4,32,14,8,false
en,500,155,,4,6.761,6,6,36,15,8,true
en,500,156,,6,6.852,6,7,42,19,8,true
en,500,157,,3,7.015,7,6,42,15,8,true
en,500,158,,2,8.041,4,7,28,10,8,false
en,500,159,,4,6.73,3,6,18,12,8,true
en,500,160,,2,7.145,3,7,21,9,8,false
en,500,161,,5,7.506,6,7,42,15,8,true
en,500,162,,1,8.247,1,8,8,8,8,false
en,500,163,,4,7.641,6,6,36,13,8,true
en,500,164,,5,5.784,3,8,24,12,8,true
en,500,165,,2,7.276,4,7,28,10,8,true
en,500,166,,4,5.945,7,5,35,14,8,false
en,500,167,,4,6.928,8,7,56,20,8,true
en,500,168,,5,6.696,5,6,30,15,8,true
en,500,169,,4,6.413,4,6,24,13,8,true
en,500,170,,3,7.028,4,7,28,12,8,false
en,500,171,,4,6.864,6,6,36,13,8,false
en,500,172,,6,6.663,5,8,40,17,8,true
en,500,173,,6,6.689,7,4,28,15,8,true
en,500,174,,3,8.098,4,6,24,10,8,true
en,500,175,,4,7.009,6,6,36,14,8,false
en,500,176,,3,6.431,5,5,25,10,8,true
en,500,177,,3,7.178,6,6,36,12,8,false
en,500,178,,5,7.079,6,6,36,17,8,true
en,500,179,,5,5.567,6,5,30,14,8,false
en,500,180,,5,7.534,5,6,30,15,8,true
en,500,181,,3,8.619,3,8,24,12,8,false
en,500,182,,5,6.467,6,5,30,18,8,true
en,500,183,,5,6.238,6,8,48,15,8,true
en,500,184,,2,6.138,3,7,21,9,8,false
en,500,185,,4,7.001,4,5,20,10,8,false
en,500,186,,1,7.291,1,8,8,8,8,true
en,500,187,,5,6.207,6,5,30,14,8,true
en,500,188,,3,7.309,8,7,56,14,8,true
en,500,189,,3,6.429,5,6,30,11,8,true
en,500,190,,3,5.4,3,3,9,7,7,false
en,500,191,,4,7.405,6,6,36,13,8,true
en,500,192,,5,6.302,6,6,36,17,8,true
en,500,193,,2,7.207,4,7,28,10,8,false
en,500,194,,5,7.97,6,7,42,18,8,true
en,500,195,,3,5.982,4,4,16,10,8,true
en,500,196,,2,6.588,4,6,24,9,7,false
en,500,197,,3,7.653,6,8,48,14,8,true
en,500,198,,4,6.192,5,5,25,12,8,true
en,500,199,,6,7.771,6,8,48,21,8,true
en,1000,0,,5,15.855,4,6,24,14,7,true
en,1000,1,,3,14.351,5,7,35,13,8,true
en,1000,2,,7,13.592,7,8,56,22,8,true
en,1000,3,,4,16.813,5,7,35,15,8,true
en,1000,4,,3,15.471,5,8,40,14,8,true
en,1000,5,,2,15.903,5,8,40,12,8,true
en,1000,6,,7,11.762,8,5,40,17,8,false
en,1000,7,,4,16.65,5,7,35,14,8,true
en,1000,8,,4,13.465,4,5,20,10,6,false
en,1000,9,,4,15.558,5,7,35,16,8,true
en,1000,10,,4,16.957,5,7,35,15,8,true
en,1000,11,,3,13.359,4,4,16,8,6,true
en,1000,12,,3,17.472,5,8,40,13,8,true
en,1000,13,,4,13.758,4,5,20,10,8,true
en,1000,14,,6,15.14,5,7,35,19,8,false
en,1000,15,,1,16.243,1,8,8,8,8,true
en,1000,16,,4,15.553,8,7,56,17,8,false
en,1000,17,,4,14.384,6,5,30,13,8,false
en,1000,18,,4,13.367,5,4,20,12,8,true
en,1000,19,,4,14.764,4,6,24,12,7,true
en,1000,20,,6,16.228,6,7,42,21,8,false
en,1000,21,,4,14.997,5,6,30,14,8,true
en,1000,22,,1,16.281,1,8,8,8,8,true
en,1000,23,,5,13.755,5,5,25,13,7,false
en,1000,24,,5,14.697,5,7,35,16,8,false
en,1000,25,,5,15.609,7,6,42,19,8,false
en,1000,26,,3,15.137,4,6,24,12,8,false
en,1000,27,,6,11.994,6,7,42,18,8,true
en,1000,28,,3,14.139,4,6,24,11,8,false
en,1000,29,,9,14.054,8,8,64,28,8,true
en,1000,30,,7,16.113,7,7,49,26,7,false
en,1000,31,,3,17.012,6,7,42,13,8,true
en,1000,32,,4,13.53,6,4,24,11,8,false
en,1000,33,,4,13.821,6,6,36,16,8,false
en,1000,34,,4,12.941,5,5,25,12,8,true
en,1000,35,,4,11.713,5,6,30,11,8,false
en,1000,36,,4,12.567,6,6,36,13,8,false
en,1000,37,,5,13.288,4,6,24,14,8,true
en,1000,38,,4,14.144,6,6,36,14,8,true
en,1000,39,,6,14.86,7,7,49,18,8,true
en,1000,40,,7,15.781,6,8,48,20,8,true
en,1000,41,,9,18.938,8,7,56,24,8,true
en,1000,42,,2,16.275,4,8,32,11,8,true
en,1000,43,,2,16.173,4,8,32,11,8,true
en,1000,44,,5,12.827,4,6,24,13,8,true
en,1000,45,,5,11.531,5,5,25,13,8,false
en,1000,46,,3,18.614,4,8,32,12,8,true
en,1000,47,,2,16.157,4,8,32,11,8,false
en,1000,48,,2,15.943,4,7,28,10,8,true
en,1000,49,,3,15.886,5,7,35,12,8,true
en,1000,50,,5,14.283,5,6,30,14,8,false
en,1000,51,,1,16.366,1,8,8,8,8,false
en,1000,52,,4,13.885,5,6,30,14,8,true
en,1000,53,,6,12.857,6,8,48,18,8,false
en,1000,54,,3,14.065,6,4,24,11,8,true
en,1000,55,,6,17.074,7,7,49,23,8,false
en,1000,56,,3,15.526,3,7,21,11,8,false
en,1000,57,,3,14.676,6,8,48,14,8,true
en,1000,58,,6,12.519,7,4,28,15,8,true
en,1000,59,,5,15.81,6,7,42,20,8,true
en,1000,60,,3,17.638,6,6,36,12,8,true
en,1000,61,,2,15.555,3,7,21,9,8,true
en,1000,62,,5,16.371,5,7,35,15,8,false
en,1000,63,,3,14.944,4,8,32,13,8,false
en,1000,64,,7,17.037,7,8,56,26,8,false
en,1000,65,,4,13.471,5,5,25,11,8,true
en,1000,66,,3,15.279,6,8,48,13,8,true
en,1000,67,,3,13.818,5,7,35,14,8,true
en,1000,68,,5,13.442,7,5,35,15,8,false
en,1000,69,,6,13.967,8,7,56,20,8,false
en,1000,70,,7,13.589,8,8,64,23,8,true
en,1000,71,,4,14.555,5,7,35,15,8,false
en,1000,72,,5,13.296,5,7,35,17,8,false
en,1000,73,,4,13.413,4,6,24,10,7,true
en,1000,74,,2,12.326,3,3,9,5,4,false
en,1000,75,,6,12.764,6,6,36,18,8,false
en,1000,76,,3,11.829,3,6,18,10,8,true
en,1000,77,,3,13.851,5,7,35,14,8,false
en,1000,78,,6,14.191,7,8,56,27,8,true
en,1000,79,,5,11.708,5,5,25,12,8,false
en,1000,80,,7,15.286,7,7,49,21,8,false
en,1000,81,,7,13.228,7,6,42,19,8,false
en,1000,82,,5,16.245,8,5,40,17,8,false
en,1000,83,,3,14.067,5,4,20,10,8,false
en,1000,84,,4,16.29,5,7,35,14,8,true
en,1000,85,,4,12.947,4,6,24,11,8,true
en,1000,86,,4,12.776,6,8,48,14,8,true
en,1000,87,,3,12.22,5,7,35,12,8,false
en,1000,88,,4,14.484,4,7,28,13,8,false
en,1000,89,,4,14.68,5,7,35,15,8,true
en,1000,90,,4,13.513,5,7,35,15,8,true
en,1000,91,,3,15.202,5,7,35,14,8,false
en,1000,92,,6,13.949,6,7,42,18,8,true
en,1000,93,,5,14.954,5,7,35,17,8,false
en,1000,94,,4,15.587,4,7,28,14,8,true
en,1000,95,,6,15.336,5,6,30,16,8,false
en,1000,96,,4,13.371,6,7,42,15,8,true
en,1000,97,,5,14.144,6,8,48,17,8,true
en,1000,98,,6,14.847,6,8,48,21,8,false
en,1000,99,,4,14.907,8,7,56,18,8,false
en,1000,100,,7,15.611,7,6,42,20,8,false
en,1000,101,,6,16.692,7,8,56,23,8,true
en,1000,102,,3,14.224,5,7,35,14,8,true
en,1000,103,,5,15.307,7,6,42,18,8,true
en,1000,104,,4,21.968,5,6,30,15,8,true
en,1000,105,,4,17.532,4,7,28,13,8,true
en,1000,106,,7,13.329,6,7,42,17,8,false
en,1000,107,,4,16.102,4,7,28,14,7,true
en,1000,108,,3,13.42,4,4,16,8,6,false
en,1000,109,,4,13.181,6,8,48,15,8,true
en,1000,110,,5,13.85,6,7,42,14,8,true
en,1000,111,,4,16.36,5,6,30,12,8,false
en,1000,112,,6,14.273,5,7,35,19,8,true
en,1000,113,,6,13.326,7,8,56,21,8,false
en,1000,114,,1,14.533,1,8,8,8,8,true
en,1000,115,,4,16.919,6,8,48,15,8,true
en,1000,116,,4,15.618,7,8,56,17,8,false
en,1000,117,,4,14.821,5,6,30,14,8,true
en,1000,118,,3,15.933,3,6,18,10,8,true
en,1000,119,,3,14.135,6,8,48,13,8,true
en,1000,120,,3,14.227,3,5,15,9,6,true
en,1000,121,,4,13.204,4,7,28,11,8,true
en,1000,122,,3,14.546,3,6,18,10,8,true
en,1000,123,,2,18.519,3,8,24,10,8,false
en,1000,124,,4,15.109,6,7,42,14,8,true
en,1000,125,,3,14.247,5,7,35,13,8,true
en,1000,126,,4,16.131,6,7,42,14,8,false
en,1000,127,,6,14.99,7,8,56,21,8,false
en,1000,128,,4,11.527,5,4,20,12,8,true
en,1000,129,,6,14.443,7,8,56,18,8,true
en,1000,130,,6,11.769,8,5,40,18,8,true
en,1000,131,,4,13.201,7,5,35,15,8,true
en,1000,132,,4,15.797,5,8,40,14,8,false
en,1000,133,,4,14.542,6,6,36,16,8,true
en,1000,134,,1,15.32,1,8,8,8,8,false
en,1000,135,,5,12.456,6,8,48,19,8,false
en,1000,136,,5,11.759,5,6,30,12,8,true
en,1000,137,,6,13.055,8,5,40,16,8,true
en,1000,138,,6,13.7,5,7,35,18,8,true
en,1000,139,,6,14.325,5,8,40,16,8,true
en,1000,140,,6,13.896,7,6,42,19,8,true
en,1000,141,,2,13.019,3,3,9,5,4,true
en,1000,142,,2,15.518,4,8,32,11,8,true
en,1000,143,,5,12.457,5,4,20,12,8,true
en,1000,144,,5,12.437,6,6,36,15,8,false
en,1000,145,,7,11.882,7,6,42,18,8,false
en,1000,146,,5,13.141,6,5,30,16,8,true
en,1000,147,,7,13.836,7,8,56,21,8,true
en,1000,148,,6,14.412,7,6,42,20,8,false
en,1000,149,,6,14.018,6,8,48,20,8,true
en,1000,150,,5,15.148,6,7,42,19,8,true
en,1000,151,,5,13.805,7,5,35,14,8,false
en,1000,152,,6,11.764,6,8,48,19,8,false
en,1000,153,,5,12.848,7,5,35,14,8,false
en,1000,154,,7,13.501,7,7,49,21,8,true
en,1000,155,,3,12.927,4,4,16,8,6,true
en,1000,156,,5,13.486,7,7,49,14,8,true
en,1000,157,,3,13.295,4,4,16,9,8,true
en,1000,158,,5,15.601,6,8,48,21,8,true
en,1000,159,,8,14.141,6,8,48,22,8,false
en,1000,160,,1,15.727,1,8,8,8,8,false
en,1000,161,,2,15.801,4,8,32,11,8,false
en,1000,162,,1,13.982,1,8,8,8,8,true
en,1000,163,,6,14.314,6,7,42,19,8,false
en,1000,164,,5,14.873,5,8,40,17,8,false
en,1000,165,,4,15.516,5,7,35,14,8,true
